fir_number,crime_case_id,investigating_officer_id,complainant_name,complainant_contact,sections,filed_at,status,narrative,attachments,dataset_provenance,source_import_job_id,source_file,source_row_ref,id,created_at,updated_at
FIR-276/DET/2026,93bb26e2-3115-4ba0-a6db-d494f415fe04,f36f5a0e-c026-4c91-9ec4-02b25920283e,Hema Malini,+91 98800 00023,"IPC 420, IT Act 66D",2025-06-25 20:10:00,closed,Backend-seeded FIR for CR-2026-DET-177; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-177.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-177.pdf"", ""size"": 284100}]",demo,,,,421f173f-4370-4e64-ad58-b85c8ed113e3,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-223/DET/2026,43e7f41e-0a9d-4283-94e0-569e5d2de88f,a42d03ad-0de6-4b92-96ef-5ab3f60aff1e,State Complainant,,"NDPS 21, 22",2025-01-14 00:55:00,registered,Backend-seeded FIR for CR-2026-DET-124; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-124.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-124.pdf"", ""size"": 284100}]",demo,,,,43473b29-3427-41b3-ada5-abb17f364361,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-328/DET/2026,5d0d1b7d-4ac6-469f-a10c-058e45daa83c,5bbc94f3-51a0-47de-802a-dd4b4ccedab1,State Complainant,,"IPC 447, 506",2025-11-26 16:20:00,registered,Backend-seeded FIR for CR-2026-DET-229; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-229.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-229.pdf"", ""size"": 284100}]",demo,,,,43b12759-f4d6-4bd3-a052-8de038b3f077,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-107/DET/2026,32f2faf4-4b48-46c2-bae2-2a3d846f04da,19ac4d07-7b48-4c0f-b27c-c36fdb9bf801,Rajendra Prasad,+91 98800 00009,MMDR Act 21,2024-02-05 03:15:00,registered,Backend-seeded FIR for CR-2026-DET-008; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-008.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-008.pdf"", ""size"": 284100}]",demo,,,,43df5cd3-228e-4f4d-9de4-1b62e1e61811,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-801/RCR/2026,0980717a-92ad-4653-baa9-303a0348e076,4c15aede-a2ad-4322-bb3e-1264d9593b53,State Complainant,,"NDPS 20, 21",2026-08-15 03:30:00,registered,Backend-seeded FIR for CR-2026-RCR-001; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-RCR-001.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-RCR-001.pdf"", ""size"": 284100}]",demo,,,,44329cb0-b6c3-4708-84fb-aefe2c6805c2,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-194/DET/2026,55a7bc73-50d6-4f17-839b-9d4ff8099146,ca5236a4-32f9-4a78-8e38-29bb36d03874,Rajendra Prasad,+91 98800 00009,MMDR Act 21,2024-10-19 03:50:00,closed,Backend-seeded FIR for CR-2026-DET-095; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-095.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-095.pdf"", ""size"": 284100}]",demo,,,,456664f7-b981-4efa-853f-7d1ee6621fdd,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-191/DET/2026,3aee9cbb-4270-44e6-a54f-e92908b5ce4c,5bbc94f3-51a0-47de-802a-dd4b4ccedab1,State Complainant,,MMDR Act 21,2024-10-10 05:10:00,closed,Backend-seeded FIR for CR-2026-DET-092; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-092.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-092.pdf"", ""size"": 284100}]",demo,,,,45bbd7ca-02e0-4a69-bf35-a4d96c66942c,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-104/DET/2026,e517a6e3-c8e1-48c0-b40e-4a26a41501de,e44eac9d-cdbe-4431-b175-c6dd48feca28,State Complainant,,"IPC 323, 324",2024-01-26 20:20:00,closed,Backend-seeded FIR for CR-2026-DET-005; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-005.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-005.pdf"", ""size"": 284100}]",demo,,,,45cfca5b-8efb-4e80-ac1c-4526fe833eb2,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-161/DET/2026,db622ba3-91af-435c-bf1a-36161400ede6,314c456a-4c37-43b1-99a0-4b6239463b6f,Ramesh Gowda,+91 98800 00033,"IPC 323, 324",2024-07-14 14:10:00,registered,Backend-seeded FIR for CR-2026-DET-062; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-062.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-062.pdf"", ""size"": 284100}]",demo,,,,472b7742-a50c-4a34-a552-64fa10fbc181,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-385/DET/2026,2d67db3f-33a3-45a1-aa83-3e003159aab8,35ec4bb7-90e0-43a2-9e8a-289e1339f1a0,State Complainant,,"NDPS 21, 22",2026-05-17 05:25:00,closed,Backend-seeded FIR for CR-2026-DET-286; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-286.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-286.pdf"", ""size"": 284100}]",demo,,,,47cb0fc9-0e44-4fb5-93dd-99f37f6c1817,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-163/DET/2026,c475976f-48a1-4081-850f-db10550d77fa,c01b3bfb-4c1b-4e70-bd24-9411fd4745f0,Pradeep Naik,+91 98800 00013,"IPC 447, 506",2024-07-19 14:45:00,closed,Backend-seeded FIR for CR-2026-DET-064; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-064.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-064.pdf"", ""size"": 284100}]",demo,,,,48f363e4-00e1-4b1b-8d4c-bc39d28d6503,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-103/DET/2026,e3d492ee-6687-4dec-bbca-1be827fd4615,a42d03ad-0de6-4b92-96ef-5ab3f60aff1e,State Complainant,,"IPC 379, 457",2024-01-20 05:40:00,closed,Backend-seeded FIR for CR-2026-DET-004; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-004.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-004.pdf"", ""size"": 284100}]",demo,,,,4920803b-fb4f-4794-a1b6-94905aa251f1,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-362/DET/2026,c54ec6ca-5ae3-420b-ba5e-9d53bdcb87e0,905faca5-a4ac-49a1-bc88-1d5e1907b6cb,Manjula Devi,+91 98800 00036,"NDPS 21, 22",2026-03-10 03:00:00,closed,Backend-seeded FIR for CR-2026-DET-263; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-263.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-263.pdf"", ""size"": 284100}]",demo,,,,4934a590-0190-46c6-a88a-474e35a7f4c7,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-411/DET/2026,c4cc3101-4ba9-4e5a-80be-885e3af6992e,d90df2b2-c392-4aed-8af3-1024b8d7e0a0,State Complainant,,MMDR Act 21,2026-08-05 03:40:00,registered,Backend-seeded FIR for CR-2026-DET-312; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-312.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-312.pdf"", ""size"": 284100}]",demo,,,,49eefbaf-a9ef-4c91-967e-3eca3c6a2b7c,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-334/DET/2026,17e086cc-2142-4352-a52f-d9e06461e386,e44eac9d-cdbe-4431-b175-c6dd48feca28,Chitra K,+91 98800 00018,"NDPS 21, 22",2025-12-17 01:55:00,closed,Backend-seeded FIR for CR-2026-DET-235; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-235.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-235.pdf"", ""size"": 284100}]",demo,,,,4a02ee57-499e-4e63-a812-0dc196f28db2,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-138/DET/2026,6f710a76-70d5-4886-8bba-0639bbcd1ae8,219a87ba-850b-48e5-8a33-2151a3337db0,Sunita Devi,+91 98800 00006,MMDR Act 21,2024-05-03 06:40:00,registered,Backend-seeded FIR for CR-2026-DET-039; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-039.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-039.pdf"", ""size"": 284100}]",demo,,,,4bceeb69-0d2f-45f4-b229-91e3acc2ee04,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-319/DET/2026,eea938a2-b182-418f-909a-f1de6ee3cf5f,219a87ba-850b-48e5-8a33-2151a3337db0,Chitra K,+91 98800 00018,Excise Act 32,2025-10-29 04:00:00,registered,Backend-seeded FIR for CR-2026-DET-220; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-220.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-220.pdf"", ""size"": 284100}]",demo,,,,4c1bef02-b6da-4df4-912c-8c194465005d,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-387/DET/2026,1dfff8f2-2250-4cce-a299-1c329c604937,6d399214-9acb-4a0b-98c8-ae0b2a17b775,State Complainant,,"NDPS 21, 22",2026-05-22 00:05:00,closed,Backend-seeded FIR for CR-2026-DET-288; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-288.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-288.pdf"", ""size"": 284100}]",demo,,,,4c1d700d-d4a1-4ebc-a841-fd604468db35,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-114/DET/2026,bfa52435-215f-436d-9743-dbfdbe7f986b,32ef8189-db8a-47c3-b687-3bf34a097b2b,Mohan Krishna,+91 98800 00007,"DV Act, IPC 498A",2024-02-22 02:55:00,closed,Backend-seeded FIR for CR-2026-DET-015; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-015.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-015.pdf"", ""size"": 284100}]",demo,,,,4d24e794-4e39-4bdc-8440-df3ec800e41f,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-336/DET/2026,a2ca6f13-5dc6-4d3c-9ca9-33dfb8deb5d4,c31cd5b1-71b1-4e9d-a06b-9fadde8f9e6f,Manjula Devi,+91 98800 00036,Excise Act 32,2025-12-22 04:40:00,closed,Backend-seeded FIR for CR-2026-DET-237; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-237.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-237.pdf"", ""size"": 284100}]",demo,,,,4d780866-18d4-4b93-b9b4-5aad2e699543,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-801/CMR/2026,9c9dd48a-5386-4a1b-84fa-5cecec51ff38,a42d03ad-0de6-4b92-96ef-5ab3f60aff1e,Manjula Devi,+91 98800 00036,"IPC 323, 324",2026-08-13 13:40:00,registered,Backend-seeded FIR for CR-2026-CMR-001; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-CMR-001.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-CMR-001.pdf"", ""size"": 284100}]",demo,,,,4f216eea-850b-49c0-b76d-d5d424d1922e,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-148/DET/2026,df703ad9-2e0f-4a0a-bd22-877a3e84e0ed,b9af6e21-ff39-4174-bce7-d4fcdcfc9a9d,State Complainant,,"IPC 420, IT Act 66D",2024-06-02 16:15:00,closed,Backend-seeded FIR for CR-2026-DET-049; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-049.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-049.pdf"", ""size"": 284100}]",demo,,,,503acc5a-7482-4bd9-b15e-7ce22dd24af9,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-355/DET/2026,d86624fb-5a6f-42df-aedf-dfd931c3218b,32ef8189-db8a-47c3-b687-3bf34a097b2b,Manjula Devi,+91 98800 00036,"IPC 323, 324",2026-02-17 12:25:00,registered,Backend-seeded FIR for CR-2026-DET-256; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-256.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-256.pdf"", ""size"": 284100}]",demo,,,,50aa8eb3-465b-4e7c-93bc-f402396d3684,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-293/DET/2026,e56cf4b7-4325-45d9-87b4-a66724921457,f477b6e3-1f4a-46d7-a02e-bb78a32dd82b,State Complainant,,"IPC 323, 324",2025-08-14 11:20:00,closed,Backend-seeded FIR for CR-2026-DET-194; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-194.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-194.pdf"", ""size"": 284100}]",demo,,,,5180d2ce-8dd1-41ed-b9a4-16e2a3fb5714,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-391/DET/2026,2c15a262-7c7f-4c59-aee2-7230ccfe5b34,905faca5-a4ac-49a1-bc88-1d5e1907b6cb,Mahantesh Patil,+91 98800 00027,"IPC 447, 506",2026-06-03 16:15:00,registered,Backend-seeded FIR for CR-2026-DET-292; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-292.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-292.pdf"", ""size"": 284100}]",demo,,,,51e2f72b-e006-4a43-abe7-de2db57d0d50,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-333/DET/2026,089f7fc5-9ba1-4b43-8acd-a709c319111d,f36f5a0e-c026-4c91-9ec4-02b25920283e,State Complainant,,"NDPS 21, 22",2025-12-10 22:05:00,closed,Backend-seeded FIR for CR-2026-DET-234; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-234.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-234.pdf"", ""size"": 284100}]",demo,,,,5241586c-536d-48ef-9463-e4f4cc4cedd9,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-296/DET/2026,170c323e-97cf-49dc-85bf-26d2f6692e70,c31cd5b1-71b1-4e9d-a06b-9fadde8f9e6f,State Complainant,,"NDPS 21, 22",2025-08-20 02:10:00,registered,Backend-seeded FIR for CR-2026-DET-197; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-197.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-197.pdf"", ""size"": 284100}]",demo,,,,52c98f67-90ce-4a1d-9851-6c643eebd317,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-218/DET/2026,1f7d7e2c-6c3e-4b70-b572-848ea0f2e3ba,a42d03ad-0de6-4b92-96ef-5ab3f60aff1e,Mohan Krishna,+91 98800 00007,"IPC 420, IT Act 66D",2024-12-31 13:55:00,closed,Backend-seeded FIR for CR-2026-DET-119; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-119.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-119.pdf"", ""size"": 284100}]",demo,,,,539e4c6a-cb37-4ac8-b051-aa8ec9146480,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-405/DET/2026,f0bf7f35-c3ff-4f8b-9068-5c47020f713f,2fd383db-cd0b-4cca-9161-74533c0a3647,State Complainant,,"DV Act, IPC 498A",2026-07-14 00:45:00,closed,Backend-seeded FIR for CR-2026-DET-306; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-306.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-306.pdf"", ""size"": 284100}]",demo,,,,54cc14fc-1361-4495-be44-cbb5243efbba,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-184/DET/2026,d45fc58a-68e0-4aae-8196-e290b45f4495,b9af6e21-ff39-4174-bce7-d4fcdcfc9a9d,State Complainant,,"NDPS 21, 22",2024-09-21 22:35:00,closed,Backend-seeded FIR for CR-2026-DET-085; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-085.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-085.pdf"", ""size"": 284100}]",demo,,,,560a0d5f-24be-49a8-9e09-162674c5798c,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-396/DET/2026,a1480d60-21b2-4c7e-a4c2-b1b7227e87ed,a42d03ad-0de6-4b92-96ef-5ab3f60aff1e,Fathima Begum,+91 98800 00008,"IPC 379, 457",2026-06-20 04:10:00,closed,Backend-seeded FIR for CR-2026-DET-297; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-297.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-297.pdf"", ""size"": 284100}]",demo,,,,56cfac9b-0b3c-488b-bc0c-feaa2fec713d,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-109/DET/2026,36c78dbd-07f1-4d09-9d1e-128102354ab3,5bbc94f3-51a0-47de-802a-dd4b4ccedab1,State Complainant,,"IPC 447, 506",2024-02-09 16:05:00,closed,Backend-seeded FIR for CR-2026-DET-010; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-010.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-010.pdf"", ""size"": 284100}]",demo,,,,57802c9f-fa7c-4d64-a190-17e04d599256,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-403/DET/2026,99524326-e554-4306-9104-3ed8a06a40ba,83c263dd-8664-438d-8f3e-f73f66c623f9,State Complainant,,"IPC 323, 324",2026-07-09 21:20:00,closed,Backend-seeded FIR for CR-2026-DET-304; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-304.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-304.pdf"", ""size"": 284100}]",demo,,,,57c4db16-3e63-4463-a62d-bb8280f929d3,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-401/CTD/2026,c56d7133-f6ff-4ab2-95ba-f7f03611bb39,cf8c9086-2c1f-460b-86ae-70194c545cf9,Vasanth Kumar,+91 98800 00035,MMDR Act 21,2026-08-11 04:55:00,registered,Backend-seeded FIR for CR-2026-CTD-001; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-CTD-001.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-CTD-001.pdf"", ""size"": 284100}]",demo,,,,5805e050-47ca-4c43-b476-0499e2310ff1,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-701/BDR/2026,cc2bc4d0-234b-4b1a-94ea-470c86175eff,2fd383db-cd0b-4cca-9161-74533c0a3647,State Complainant,,"NDPS 21, 22, 29",2026-08-18 03:00:00,registered,Backend-seeded FIR for CR-2026-BDR-001; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-BDR-001.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-BDR-001.pdf"", ""size"": 284100}]",demo,,,,5917e25a-2ee3-46eb-a033-8d420515cf56,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-260/DET/2026,4fb2a197-94bd-4716-99f1-eace832517d9,c01b3bfb-4c1b-4e70-bd24-9411fd4745f0,Jyothi Lingegowda,+91 98800 00025,"IPC 420, IT Act 66D",2025-05-06 17:30:00,registered,Backend-seeded FIR for CR-2026-DET-161; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-161.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-161.pdf"", ""size"": 284100}]",demo,,,,59552308-2217-4cf4-9b26-b3a27bd70d3d,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-344/DET/2026,833e7c39-16c9-492f-a342-218ca34091b9,5bbc94f3-51a0-47de-802a-dd4b4ccedab1,Kaveri Poojary,+91 98800 00037,"IPC 420, IT Act 66D",2026-01-13 23:50:00,closed,Backend-seeded FIR for CR-2026-DET-245; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-245.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-245.pdf"", ""size"": 284100}]",demo,,,,59680cd0-102d-46b3-a32b-a40ad89d6041,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-501/HVR/2026,0851b794-9c41-41b0-860c-9e7a77c3b3fd,c64ed64b-cdd0-4f79-9a2a-f2df9ce61320,Kavita Banakar,+91 98800 00028,DV Act,2026-08-01 21:55:00,registered,Backend-seeded FIR for CR-2026-HVR-001; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-HVR-001.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-HVR-001.pdf"", ""size"": 284100}]",demo,,,,5bd942b4-8a88-4742-b0de-e1e5b881a523,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-379/DET/2026,5b6a97bd-5655-4b68-a860-47e63888c105,905faca5-a4ac-49a1-bc88-1d5e1907b6cb,Rajesh Kharvi,+91 98800 00041,Excise Act 32,2026-04-28 02:25:00,closed,Backend-seeded FIR for CR-2026-DET-280; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-280.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-280.pdf"", ""size"": 284100}]",demo,,,,5cfc7888-f752-4adb-886d-c01fb8ff8dc4,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-215/DET/2026,9fa879d3-a095-44a2-996b-2f82394e8924,19ac4d07-7b48-4c0f-b27c-c36fdb9bf801,Asha Rao,+91 98800 00003,"IPC 379, 457",2024-12-21 00:45:00,closed,Backend-seeded FIR for CR-2026-DET-116; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-116.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-116.pdf"", ""size"": 284100}]",demo,,,,5d39984d-83d0-47fd-83ed-7c052c48ea23,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-330/DET/2026,c0494c63-45a0-4d33-9726-f66a6c13b3c7,643e99ee-2480-49cb-b1b0-23ff69b53493,State Complainant,,"DV Act, IPC 498A",2025-12-04 00:15:00,registered,Backend-seeded FIR for CR-2026-DET-231; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-231.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-231.pdf"", ""size"": 284100}]",demo,,,,5db7dfb3-4a4d-49b6-886c-17f6f9c4e30e,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-412/DET/2026,40c51206-86f9-4d36-ab9e-5225fe4255c3,8e38105b-15a3-48cb-8fe4-88a34542ccfa,Shashikala Devi,+91 98800 00034,"NDPS 21, 22",2026-08-06 04:35:00,closed,Backend-seeded FIR for CR-2026-DET-313; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-313.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-313.pdf"", ""size"": 284100}]",demo,,,,5e069fe5-d758-48ce-95fb-51b1ea8e53bb,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-187/DET/2026,4b45b569-d7f9-41d4-8bcd-914bc703bc46,35ec4bb7-90e0-43a2-9e8a-289e1339f1a0,Rajendra Prasad,+91 98800 00009,"DV Act, IPC 498A",2024-10-01 23:25:00,registered,Backend-seeded FIR for CR-2026-DET-088; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-088.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-088.pdf"", ""size"": 284100}]",demo,,,,618d5df8-93a3-4d05-8612-d92bec185f5e,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-335/MNG/2026,578c0f28-8307-4a85-b7b2-f62387821dce,83c263dd-8664-438d-8f3e-f73f66c623f9,State Complainant,,Excise Act 32,2026-08-16 02:25:00,registered,Backend-seeded FIR for CR-2026-MNG-005; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-MNG-005.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-MNG-005.pdf"", ""size"": 284100}]",demo,,,,626910c5-208d-4e5c-ae51-31973ed2f9d4,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-419/DET/2026,133f4980-ae05-4f12-bdee-6006d0984ab5,ca5236a4-32f9-4a78-8e38-29bb36d03874,State Complainant,,"DV Act, IPC 498A",2026-08-27 22:10:00,registered,Backend-seeded FIR for CR-2026-DET-320; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-320.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-320.pdf"", ""size"": 284100}]",demo,,,,63b70fd1-d496-4c22-a76e-44053a0f202f,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-332/MNG/2026,b8046ec9-4cd8-4840-b55b-425690c71195,83c263dd-8664-438d-8f3e-f73f66c623f9,Fathima Begum,+91 98800 00008,"IPC 392, 356",2026-08-18 02:25:00,registered,Backend-seeded FIR for CR-2026-MNG-002; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-MNG-002.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-MNG-002.pdf"", ""size"": 284100}]",demo,,,,650cfb49-4461-4286-b99e-261dd081531d,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-307/DET/2026,08c84fa9-c88a-4d2c-9977-d9bf1bfed258,32ef8189-db8a-47c3-b687-3bf34a097b2b,Bharat Hegde,+91 98800 00017,Excise Act 32,2025-09-24 04:15:00,registered,Backend-seeded FIR for CR-2026-DET-208; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-208.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-208.pdf"", ""size"": 284100}]",demo,,,,6541f1fc-4c3a-4250-8f4c-7f212876147b,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-101/DET/2026,934f2bc5-1911-4678-9619-563d30dc484e,314c456a-4c37-43b1-99a0-4b6239463b6f,State Complainant,,Excise Act 32,2024-01-18 04:10:00,closed,Backend-seeded FIR for CR-2026-DET-002; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-002.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-002.pdf"", ""size"": 284100}]",demo,,,,65d1431c-8e16-4fbc-a293-169bb2c17b84,2026-08-29 12:45:07,2026-08-29 12:45:07
