id,supabase_user_id,user_id,badge_number,name,rank,station,district,designation,phone,email,status,image_url,dataset_provenance,source_import_job_id,source_file,source_row_ref
aa6288dc-dd97-5876-9741-897b74ee2332,,,TN-OFFICER-000471,Tamil Nadu Officer OFFICER-000471,Superintendent,NAGAPATTINAM Station,NAGAPATTINAM,Station House Officer,,,retired,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000471
5940aed3-2e7a-5b67-ac89-a42769f4a14f,,,TN-OFFICER-000472,Tamil Nadu Officer OFFICER-000472,Constable,CHENNAI Station,CHENNAI,Circle Inspector,,,active,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000472
356d10ff-8f43-55b9-98c2-b0c0f940d6e4,,,TN-OFFICER-000473,Tamil Nadu Officer OFFICER-000473,Deputy Superintendent,CUDDALORE Station,CUDDALORE,Investigator,,,retired,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000473
23eca519-74be-5f4c-bb8c-5dfc434d4ce4,,,TN-OFFICER-000474,Tamil Nadu Officer OFFICER-000474,Superintendent,RAMANATHAPURAM Station,RAMANATHAPURAM,Sub-Inspector,,,transferred,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000474
30bc67e2-49be-5cee-9b75-0b8156c6cf41,,,TN-OFFICER-000475,Tamil Nadu Officer OFFICER-000475,Deputy Superintendent,THIRUVARUR Station,THIRUVARUR,Station House Officer,,,retired,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000475
23f535e7-1e91-5b7c-b437-4a1140471cc2,,,TN-OFFICER-000476,Tamil Nadu Officer OFFICER-000476,Inspector,KRISHNAGIRI Station,KRISHNAGIRI,Sub-Inspector,,,active,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000476
27355c47-2bf4-5607-bb60-f29c51d3b592,,,TN-OFFICER-000477,Tamil Nadu Officer OFFICER-000477,Sub-Inspector,VIRUDHUNAGAR Station,VIRUDHUNAGAR,Investigator,,,retired,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000477
bb86bafd-05a2-5b01-8802-a07fd2fc96cb,,,TN-OFFICER-000478,Tamil Nadu Officer OFFICER-000478,Constable,CHENNAI Station,CHENNAI,Police Officer,,,retired,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000478
63779816-ba0f-54de-965f-f014cc632468,,,TN-OFFICER-000479,Tamil Nadu Officer OFFICER-000479,Constable,KRISHNAGIRI Station,KRISHNAGIRI,Investigator,,,active,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000479
833f8667-411c-568c-8dcb-12a98051ad0e,,,TN-OFFICER-000480,Tamil Nadu Officer OFFICER-000480,Assistant Superintendent,KRISHNAGIRI Station,KRISHNAGIRI,Sub-Inspector,,,suspended,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000480
8efda9b2-e996-5c73-a256-d3bb59963e94,,,TN-OFFICER-000481,Tamil Nadu Officer OFFICER-000481,Assistant Superintendent,RANIPET Station,RANIPET,Sub-Inspector,,,suspended,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000481
d6aa15a2-6973-57fe-8283-cd1d0cfa41c8,,,TN-OFFICER-000482,Tamil Nadu Officer OFFICER-000482,Inspector,ARIYALUR Station,ARIYALUR,Station House Officer,,,active,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000482
25a8ef6f-3fd3-5b7f-af84-81130ffbd241,,,TN-OFFICER-000483,Tamil Nadu Officer OFFICER-000483,Constable,PUDUKOTTAI Station,PUDUKOTTAI,Circle Inspector,,,transferred,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000483
4b6e1dbf-9bc9-5ed7-81a8-153c1c0322e9,,,TN-OFFICER-000484,Tamil Nadu Officer OFFICER-000484,Inspector,CUDDALORE Station,CUDDALORE,Circle Inspector,,,transferred,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000484
493e42c5-880b-5fd8-86f1-8a57706e2243,,,TN-OFFICER-000485,Tamil Nadu Officer OFFICER-000485,Constable,KANCHEEPURAM Station,KANCHEEPURAM,Investigator,,,suspended,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000485
301f9458-875f-5140-ab42-985e10d69f4d,,,TN-OFFICER-000486,Tamil Nadu Officer OFFICER-000486,Superintendent,KALLAKURICHI Station,KALLAKURICHI,Sub-Inspector,,,retired,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000486
760b40ab-ed6a-5081-905b-5d872c42a322,,,TN-OFFICER-000487,Tamil Nadu Officer OFFICER-000487,Deputy Superintendent,NAGAPATTINAM Station,NAGAPATTINAM,Station House Officer,,,retired,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000487
69c1e4b2-f8dc-58e4-b0bf-f179030c665a,,,TN-OFFICER-000488,Tamil Nadu Officer OFFICER-000488,Constable,ARIYALUR Station,ARIYALUR,Sub-Inspector,,,suspended,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000488
6e0c3597-6bae-5f3d-9966-61713e60bdb4,,,TN-OFFICER-000489,Tamil Nadu Officer OFFICER-000489,Inspector,DINDIGUL Station,DINDIGUL,Sub-Inspector,,,retired,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000489
30798357-6425-5f9b-a6f3-9658c8399ba9,,,TN-OFFICER-000490,Tamil Nadu Officer OFFICER-000490,Deputy Superintendent,MAYILADUTHURAI Station,MAYILADUTHURAI,Sub-Inspector,,,transferred,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000490
039dac04-f175-5dd6-9372-07ffccf4100b,,,TN-OFFICER-000491,Tamil Nadu Officer OFFICER-000491,Superintendent,CHENGALPATTU Station,CHENGALPATTU,Station House Officer,,,retired,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000491
d3a508ad-f50d-5399-8078-e64037ab345f,,,TN-OFFICER-000492,Tamil Nadu Officer OFFICER-000492,Superintendent,THENI Station,THENI,Circle Inspector,,,retired,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000492
fd2bbc1a-6cc0-5ff0-81e6-f67fddc59b06,,,TN-OFFICER-000493,Tamil Nadu Officer OFFICER-000493,Inspector,THOOTHUKUDI Station,THOOTHUKUDI,Circle Inspector,,,active,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000493
d4e29235-944e-583c-8aa5-041042b384ec,,,TN-OFFICER-000494,Tamil Nadu Officer OFFICER-000494,Assistant Superintendent,CHENGALPATTU Station,CHENGALPATTU,Station House Officer,,,suspended,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000494
1863a74c-cc49-564b-814c-829e351d165d,,,TN-OFFICER-000495,Tamil Nadu Officer OFFICER-000495,Sub-Inspector,KANYAKUMARI Station,KANYAKUMARI,Sub-Inspector,,,active,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000495
e1dc8d4e-61f8-5e97-99cc-26cc92895d56,,,TN-OFFICER-000496,Tamil Nadu Officer OFFICER-000496,Constable,TIRUNELVELI Station,TIRUNELVELI,Sub-Inspector,,,suspended,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000496
abcbfff1-ed09-5f98-96de-581cbe800c6d,,,TN-OFFICER-000497,Tamil Nadu Officer OFFICER-000497,Assistant Superintendent,COIMBATORE Station,COIMBATORE,Sub-Inspector,,,suspended,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000497
fe7b929b-0ec2-559f-81a0-9664b50f291e,,,TN-OFFICER-000498,Tamil Nadu Officer OFFICER-000498,Constable,KUMBAKONAM Station,KUMBAKONAM,Police Officer,,,active,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000498
667ba7ea-504e-586d-973b-5e55348df787,,,TN-OFFICER-000499,Tamil Nadu Officer OFFICER-000499,Inspector,SALEM Station,SALEM,Circle Inspector,,,active,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000499
9f5754f7-fa3b-5379-aced-643f595aac42,,,TN-OFFICER-000500,Tamil Nadu Officer OFFICER-000500,Sub-Inspector,ERODE Station,ERODE,Police Officer,,,transferred,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000500
bbbde0dc-f168-5ac3-baf1-c3e83226b623,,,TN-OFFICER-000501,Tamil Nadu Officer OFFICER-000501,Sub-Inspector,CHENNAI Station,CHENNAI,Police Officer,,,transferred,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000501
3ef60d85-7ece-5dcb-84fa-45968617c3f1,,,TN-OFFICER-000502,Tamil Nadu Officer OFFICER-000502,Deputy Superintendent,RAMESWARAM Station,RAMESWARAM,Sub-Inspector,,,retired,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000502
0969ba5f-2e54-5706-8bd5-1c200218110a,,,TN-OFFICER-000503,Tamil Nadu Officer OFFICER-000503,Inspector,KRISHNAGIRI Station,KRISHNAGIRI,Investigator,,,transferred,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000503
7e7e1766-2e43-52b7-b924-ee5619232a7b,,,TN-OFFICER-000504,Tamil Nadu Officer OFFICER-000504,Constable,CUDDALORE Station,CUDDALORE,Investigator,,,transferred,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000504
6e4f3a03-a505-5207-8019-0b639f9412b9,,,TN-OFFICER-000505,Tamil Nadu Officer OFFICER-000505,Constable,CHENNAI Station,CHENNAI,Sub-Inspector,,,active,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000505
0017b4bf-0a6b-5881-a7ac-4d3c4f2bc2cc,,,TN-OFFICER-000506,Tamil Nadu Officer OFFICER-000506,Inspector,TENKASI Station,TENKASI,Police Officer,,,active,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000506
547d83eb-8556-50a4-837e-c98ab8e61a4a,,,TN-OFFICER-000507,Tamil Nadu Officer OFFICER-000507,Constable,CUDDALORE Station,CUDDALORE,Circle Inspector,,,transferred,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000507
be425fae-110f-53ec-873f-b547e1ef24bb,,,TN-OFFICER-000508,Tamil Nadu Officer OFFICER-000508,Inspector,MAYILADUTHURAI Station,MAYILADUTHURAI,Station House Officer,,,suspended,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000508
023a28ae-a55d-5b42-97e6-d7ccdabcee2e,,,TN-OFFICER-000509,Tamil Nadu Officer OFFICER-000509,Deputy Superintendent,DHARMAPURI Station,DHARMAPURI,Police Officer,,,active,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000509
b8ce7af6-b129-5730-a551-1865ee4733f5,,,TN-OFFICER-000510,Tamil Nadu Officer OFFICER-000510,Assistant Superintendent,KANYAKUMARI Station,KANYAKUMARI,Circle Inspector,,,retired,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000510
8ce9e028-a866-574b-bf3f-0aaee968498c,,,TN-OFFICER-000511,Tamil Nadu Officer OFFICER-000511,Constable,KRISHNAGIRI Station,KRISHNAGIRI,Station House Officer,,,retired,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000511
58ce0f97-b639-5c95-95a5-8b517dbcf7d9,,,TN-OFFICER-000512,Tamil Nadu Officer OFFICER-000512,Constable,KRISHNAGIRI Station,KRISHNAGIRI,Circle Inspector,,,retired,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000512
bdd3e042-39ac-5580-96d9-a57adca792c2,,,TN-OFFICER-000513,Tamil Nadu Officer OFFICER-000513,Inspector,KRISHNAGIRI Station,KRISHNAGIRI,Investigator,,,suspended,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000513
8e9cd770-ed73-5a4b-b6d4-743571a53843,,,TN-OFFICER-000514,Tamil Nadu Officer OFFICER-000514,Constable,CUDDALORE Station,CUDDALORE,Police Officer,,,active,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000514
b4168b61-d1ec-5eef-8c3f-b74800118692,,,TN-OFFICER-000515,Tamil Nadu Officer OFFICER-000515,Superintendent,SALEM Station,SALEM,Circle Inspector,,,transferred,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000515
eeb535f2-06b2-50bf-8ca8-d34baf8a0896,,,TN-OFFICER-000516,Tamil Nadu Officer OFFICER-000516,Superintendent,ERODE Station,ERODE,Circle Inspector,,,suspended,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000516
c94bfb66-e4e3-5801-8189-5f6e31436983,,,TN-OFFICER-000517,Tamil Nadu Officer OFFICER-000517,Sub-Inspector,TIRUPATHUR Station,TIRUPATHUR,Investigator,,,active,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000517
c83337be-4591-583f-b039-cd8bd7477f9c,,,TN-OFFICER-000518,Tamil Nadu Officer OFFICER-000518,Assistant Superintendent,DHARMAPURI Station,DHARMAPURI,Sub-Inspector,,,retired,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000518
8914e68e-bacd-52f0-859c-4314eb055638,,,TN-OFFICER-000519,Tamil Nadu Officer OFFICER-000519,Inspector,KALLAKURICHI Station,KALLAKURICHI,Police Officer,,,transferred,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000519
0021a62b-8e83-525a-b131-f120d4f0ef65,,,TN-OFFICER-000520,Tamil Nadu Officer OFFICER-000520,Sub-Inspector,THIRUVARUR Station,THIRUVARUR,Investigator,,,transferred,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000520
d7d04cdc-8f74-5868-af63-1cb4db2a9e89,,,TN-OFFICER-000521,Tamil Nadu Officer OFFICER-000521,Assistant Superintendent,KRISHNAGIRI Station,KRISHNAGIRI,Investigator,,,suspended,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000521
0a01c9f9-0862-5c09-8835-0833561e43dc,,,TN-OFFICER-000522,Tamil Nadu Officer OFFICER-000522,Inspector,KALLAKURICHI Station,KALLAKURICHI,Station House Officer,,,suspended,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000522
062c630c-f246-5dac-98d8-5116d0dcecfa,,,TN-OFFICER-000523,Tamil Nadu Officer OFFICER-000523,Superintendent,THIRUVALLUR Station,THIRUVALLUR,Police Officer,,,retired,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000523
6d17aac4-8935-5038-ae63-49dff287accf,,,TN-OFFICER-000524,Tamil Nadu Officer OFFICER-000524,Assistant Superintendent,KUMBAKONAM Station,KUMBAKONAM,Investigator,,,active,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000524
1ffbbf08-47d6-54cd-9a2a-0c82de400821,,,TN-OFFICER-000525,Tamil Nadu Officer OFFICER-000525,Assistant Superintendent,PUDUKOTTAI Station,PUDUKOTTAI,Station House Officer,,,suspended,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000525
6df9a8f5-699a-58f2-a901-b48c5d99f982,,,TN-OFFICER-000526,Tamil Nadu Officer OFFICER-000526,Deputy Superintendent,CHENGALPATTU Station,CHENGALPATTU,Circle Inspector,,,active,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000526
5986d91b-5eac-5dcb-ad4b-2e609d77c037,,,TN-OFFICER-000527,Tamil Nadu Officer OFFICER-000527,Sub-Inspector,RANIPET Station,RANIPET,Circle Inspector,,,suspended,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000527
6bb64aaf-042e-5bcb-be13-5bbe6f785b6a,,,TN-OFFICER-000528,Tamil Nadu Officer OFFICER-000528,Superintendent,THIRUVARUR Station,THIRUVARUR,Station House Officer,,,suspended,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000528
cf888085-966a-57cd-9ec6-35be4837f6a7,,,TN-OFFICER-000529,Tamil Nadu Officer OFFICER-000529,Deputy Superintendent,THOOTHUKUDI Station,THOOTHUKUDI,Police Officer,,,retired,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000529
5da885cc-7a03-5a30-89e1-3d3b927f66ea,,,TN-OFFICER-000530,Tamil Nadu Officer OFFICER-000530,Superintendent,TIRUCHIRAPPALLI Station,TIRUCHIRAPPALLI,Circle Inspector,,,transferred,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000530
150f67f3-36d6-5c7e-8103-1ececcb44bc8,,,TN-OFFICER-000531,Tamil Nadu Officer OFFICER-000531,Superintendent,ARIYALUR Station,ARIYALUR,Sub-Inspector,,,transferred,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000531
6ec28c79-a532-56ad-a61f-b4fe7611888e,,,TN-OFFICER-000532,Tamil Nadu Officer OFFICER-000532,Inspector,THENI Station,THENI,Circle Inspector,,,active,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000532
947f61c1-1a4c-50ba-922c-c7a65d656ae3,,,TN-OFFICER-000533,Tamil Nadu Officer OFFICER-000533,Superintendent,NAMAKKAL Station,NAMAKKAL,Police Officer,,,active,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000533
5c0717ec-b1fb-549c-8b37-cdd9744d6b80,,,TN-OFFICER-000534,Tamil Nadu Officer OFFICER-000534,Assistant Superintendent,ARIYALUR Station,ARIYALUR,Sub-Inspector,,,transferred,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000534
c785a44b-303e-57f0-88a5-78a19caa3a97,,,TN-OFFICER-000535,Tamil Nadu Officer OFFICER-000535,Assistant Superintendent,NAGAPATTINAM Station,NAGAPATTINAM,Police Officer,,,suspended,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000535
473db5e4-2ab3-5a82-a827-5efa956fc16d,,,TN-OFFICER-000536,Tamil Nadu Officer OFFICER-000536,Superintendent,THIRUVALLUR Station,THIRUVALLUR,Investigator,,,retired,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000536
ac025aa8-bd9d-578d-a015-2a90c3d54fb6,,,TN-OFFICER-000537,Tamil Nadu Officer OFFICER-000537,Assistant Superintendent,RANIPET Station,RANIPET,Circle Inspector,,,transferred,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000537
41ef372a-9c28-5d14-bbbb-feafc8fc2cbf,,,TN-OFFICER-000538,Tamil Nadu Officer OFFICER-000538,Superintendent,KALLAKURICHI Station,KALLAKURICHI,Police Officer,,,suspended,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000538
8b5f02e4-25a3-5376-8e4c-0212e6507419,,,TN-OFFICER-000539,Tamil Nadu Officer OFFICER-000539,Constable,CHENGALPATTU Station,CHENGALPATTU,Station House Officer,,,transferred,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000539
d57a0e1e-322f-58c1-8048-730be3d64ea9,,,TN-OFFICER-000540,Tamil Nadu Officer OFFICER-000540,Deputy Superintendent,NAGAPATTINAM Station,NAGAPATTINAM,Station House Officer,,,retired,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000540
a2615364-26aa-5007-90b0-916583d17c92,,,TN-OFFICER-000541,Tamil Nadu Officer OFFICER-000541,Constable,CHENGALPATTU Station,CHENGALPATTU,Circle Inspector,,,active,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000541
24f10c41-e527-5aea-bc7e-849129a35e70,,,TN-OFFICER-000542,Tamil Nadu Officer OFFICER-000542,Inspector,CHENNAI Station,CHENNAI,Police Officer,,,suspended,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000542
f528ab8e-105d-5ad8-8139-822dc7554346,,,TN-OFFICER-000543,Tamil Nadu Officer OFFICER-000543,Assistant Superintendent,RANIPET Station,RANIPET,Station House Officer,,,suspended,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000543
819e4768-15ba-5179-a9a7-66d9c9c172dc,,,TN-OFFICER-000544,Tamil Nadu Officer OFFICER-000544,Superintendent,RAMESWARAM Station,RAMESWARAM,Circle Inspector,,,transferred,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000544
2939b066-5e94-5425-ba8a-4943438668f3,,,TN-OFFICER-000545,Tamil Nadu Officer OFFICER-000545,Sub-Inspector,THIRUVALLUR Station,THIRUVALLUR,Police Officer,,,suspended,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000545
82fef153-196f-5025-8e74-94d6a1cfc6d2,,,TN-OFFICER-000546,Tamil Nadu Officer OFFICER-000546,Inspector,CUDDALORE Station,CUDDALORE,Investigator,,,retired,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000546
7a0840ae-de17-5216-b118-119d3c4872bc,,,TN-OFFICER-000547,Tamil Nadu Officer OFFICER-000547,Deputy Superintendent,CHENNAI Station,CHENNAI,Investigator,,,suspended,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000547
69341229-061f-54ea-ba61-5f5cc26480b4,,,TN-OFFICER-000548,Tamil Nadu Officer OFFICER-000548,Sub-Inspector,THIRUVARUR Station,THIRUVARUR,Investigator,,,retired,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000548
f07b8753-7adc-569c-906a-c22005e8f731,,,TN-OFFICER-000549,Tamil Nadu Officer OFFICER-000549,Superintendent,TENKASI Station,TENKASI,Investigator,,,retired,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000549
42a3b8c2-1aca-5ba6-8e51-7c6ec9fea40f,,,TN-OFFICER-000550,Tamil Nadu Officer OFFICER-000550,Superintendent,CHENNAI Station,CHENNAI,Sub-Inspector,,,active,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000550
aa5aadb8-d966-5198-9678-fafc49ba6d7c,,,TN-OFFICER-000551,Tamil Nadu Officer OFFICER-000551,Assistant Superintendent,TENKASI Station,TENKASI,Investigator,,,active,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000551
63ce7769-86ea-5501-bc32-0c50da9aca14,,,TN-OFFICER-000552,Tamil Nadu Officer OFFICER-000552,Deputy Superintendent,NAGAPATTINAM Station,NAGAPATTINAM,Police Officer,,,transferred,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000552
8e7ff60f-7f2a-5a82-916f-3818fd8cc1af,,,TN-OFFICER-000553,Tamil Nadu Officer OFFICER-000553,Deputy Superintendent,CHENGALPATTU Station,CHENGALPATTU,Investigator,,,active,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000553
c4067faa-00b8-5583-afc7-b323e2661d11,,,TN-OFFICER-000554,Tamil Nadu Officer OFFICER-000554,Deputy Superintendent,VILUPPURAM Station,VILUPPURAM,Police Officer,,,retired,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000554
c057b37c-ce4f-55bb-8b67-e4d2d19d4455,,,TN-OFFICER-000555,Tamil Nadu Officer OFFICER-000555,Superintendent,KANCHEEPURAM Station,KANCHEEPURAM,Police Officer,,,transferred,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000555
fa474660-eb46-525e-af46-7ec448cc91b0,,,TN-OFFICER-000556,Tamil Nadu Officer OFFICER-000556,Constable,TIRUPPUR Station,TIRUPPUR,Police Officer,,,active,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000556
a3b59efe-0b22-5539-9f7c-0a73259282e5,,,TN-OFFICER-000557,Tamil Nadu Officer OFFICER-000557,Inspector,DINDIGUL Station,DINDIGUL,Station House Officer,,,suspended,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000557
271feaa8-1f70-5388-b7f7-a8d169a1b3cb,,,TN-OFFICER-000558,Tamil Nadu Officer OFFICER-000558,Deputy Superintendent,KUMBAKONAM Station,KUMBAKONAM,Sub-Inspector,,,active,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000558
7bc2ff8a-28d1-5e14-9b1e-5edae5a8e30d,,,TN-OFFICER-000559,Tamil Nadu Officer OFFICER-000559,Constable,ARIYALUR Station,ARIYALUR,Circle Inspector,,,active,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000559
d4e0f27a-c0f0-59f5-b1fa-7f309399c6da,,,TN-OFFICER-000560,Tamil Nadu Officer OFFICER-000560,Inspector,RANIPET Station,RANIPET,Investigator,,,retired,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000560
219b38be-c1d7-5bd0-b2ea-9c9d37e62cd8,,,TN-OFFICER-000561,Tamil Nadu Officer OFFICER-000561,Superintendent,ARIYALUR Station,ARIYALUR,Station House Officer,,,transferred,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000561
bfb99af2-25b4-5a4b-b654-c571e37f76d9,,,TN-OFFICER-000562,Tamil Nadu Officer OFFICER-000562,Inspector,ARIYALUR Station,ARIYALUR,Circle Inspector,,,suspended,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000562
92968fd9-fb2b-5eaa-b18f-9f0b3259ceac,,,TN-OFFICER-000563,Tamil Nadu Officer OFFICER-000563,Sub-Inspector,VIRUDHUNAGAR Station,VIRUDHUNAGAR,Police Officer,,,active,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000563
5669dff3-d267-5190-87d6-182373c723e8,,,TN-OFFICER-000564,Tamil Nadu Officer OFFICER-000564,Constable,TENKASI Station,TENKASI,Station House Officer,,,suspended,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000564
4de9c080-682f-5000-8e5c-bccbea79ea0b,,,TN-OFFICER-000565,Tamil Nadu Officer OFFICER-000565,Sub-Inspector,CHENNAI Station,CHENNAI,Police Officer,,,retired,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000565
fff0355a-42e8-5857-8269-b94932702212,,,TN-OFFICER-000566,Tamil Nadu Officer OFFICER-000566,Inspector,CHENNAI Station,CHENNAI,Circle Inspector,,,transferred,,imported,12fe593e-e883-5cac-9710-f2ba74198299,13_officer.csv,OFFICER-000566
